1.18856001,82.42111206,24.83222008,-0.95862269,-0.11127709,-0.26203048
1.35293996,79.99902344,26.19412041,-0.95384741,-0.21252844,-0.21214801
0.79465002,85.40000153,26.18461990,-0.99304515,0.01157104,-0.11716385
0.94092000,80.48787689,27.74544907,-0.96787643,-0.12682955,-0.21709348
0.62599999,85.50000000,27.50000000,-0.99182475,0.00468144,-0.12752163
0.94092000,80.48787689,27.74544907,-0.95334077,-0.26834118,-0.13832676
0.62599999,85.50000000,27.50000000,-0.99035865,-0.02348731,-0.13652092
0.97435999,91.06667328,27.48974037,-0.99486697,0.08478517,-0.05523831
0.75590003,81.30000305,29.36153984,-0.99253273,-0.10510528,-0.06189934
0.34700999,86.50000000,29.50000000,-0.98770136,0.06788474,-0.14084622
0.94318002,79.34545135,29.62424088,-0.96094227,-0.27544689,-0.02681242
0.41330999,84.50000000,29.50000000,-0.99167693,-0.09412995,-0.08784273
0.69525999,89.71537781,29.34614944,-0.98899311,0.12809835,-0.07404987
0.82547998,80.18717957,30.36667061,-0.99416834,-0.10463683,-0.02608423
0.22406000,85.48461914,30.50962067,-0.99263167,-0.10083267,-0.06719428
0.78522998,90.91538239,30.19231033,-0.99014467,0.13414879,-0.04021946
0.87763000,79.45896912,32.50000000,-0.99315768,-0.11678082,0.00008994
0.29986000,84.50000000,32.50000000,-0.99517101,-0.09736325,0.01244959
0.51090997,89.50000000,32.50000000,-0.98986572,0.14104599,-0.01649120
0.88150001,79.46410370,33.50000000,-0.99374479,-0.11158685,0.00441875
0.34327000,84.50000000,33.50000000,-0.99704021,-0.06354138,0.04328152
0.53716999,89.50000000,33.50000000,-0.99056810,0.13452907,0.02601234
0.89495999,79.48461914,34.50000000,-0.99493992,-0.09928027,0.01542865
0.41108999,84.50000000,34.50000000,-0.99649799,-0.04923695,0.06758248
0.58226001,89.50000000,34.50000000,-0.99123985,0.12428163,0.04469502
0.93097001,79.56153870,35.54103088,-0.99311346,-0.10920713,0.04242161
0.49304000,84.50000000,35.50000000,-0.99586159,-0.03999380,0.08161087
0.62682998,89.50000000,35.50000000,-0.99289602,0.11044978,0.04425335
0.73306000,81.50000000,35.50000000,-0.99391478,-0.09239432,0.05997280
0.44315001,86.50000000,35.50000000,-0.99445409,-0.00967602,0.10472595
0.86387998,91.51538086,35.44358826,-0.99189019,0.12435763,0.02624807
0.84521002,81.50000000,37.50000000,-0.99632192,-0.06839751,0.05161946
0.65280002,86.50000000,37.50000000,-0.99445987,0.01682623,0.10376196
0.91036999,91.18205261,37.40768814,-0.98472273,0.15906154,0.07085608
0.80421001,83.50000000,38.50000000,-0.99493295,-0.04800553,0.08834010
0.79429001,88.50000000,38.50000000,-0.99474579,0.04185979,0.09342652
0.84890997,82.50000000,38.50000000,-0.99285042,-0.07025533,0.09650021
0.77511001,87.50000000,38.50000000,-0.99489564,0.02193747,0.09849512
1.18272996,92.23039246,38.38824081,-0.97744900,0.16857548,0.12718424
0.84429997,86.52564240,39.55128098,-0.99541879,0.01078829,0.09500040
1.12141001,91.15588379,39.34117889,-0.98336631,0.13860077,0.11739037
1.03622997,88.29556274,40.58666992,-0.98817480,0.05285761,0.14393292
2.32189989,88.81610870,21.10166931,-0.90577930,0.10207171,-0.41127259
1.79487002,85.36666870,22.02564049,-0.95424980,-0.04083775,-0.29620868
2.45523000,91.25389099,21.90666962,-0.91385663,0.18996404,-0.35885900
1.21756995,84.29103088,23.96026039,-0.94685996,-0.10060788,-0.30550656
1.90988004,90.27436066,22.83846092,-0.96252722,0.12470402,-0.24081174
1.81817997,80.12879181,24.24544907,-0.93829441,-0.24674004,-0.24232812
2.00000000,92.49614716,23.94614983,-0.96624279,0.16384232,-0.19882296
1.81817997,79.00605774,25.46212006,-0.93554270,-0.27418834,-0.22266692
2.38461995,94.86409760,25.19743919,-0.92853260,0.31652892,-0.19400200
1.61434996,92.83999634,26.26667023,-0.95575440,0.25877807,-0.13988358
1.38641000,79.11862946,27.33136940,-0.93181896,-0.28503406,-0.22465315
1.64725006,77.43077087,28.66666985,-0.91570377,-0.37491205,-0.14466390
2.10630989,95.64614868,28.25897026,-0.95261413,0.30165684,-0.03910737
2.05502009,95.61282349,29.25127983,-0.93840957,0.34438235,-0.02807516
1.51320004,94.48973846,31.93077087,-0.92812479,0.36873087,-0.05120548
2.00000000,76.36409760,33.74103165,-0.89288491,-0.45003387,0.01503595
1.11900997,78.53076935,34.80255890,-0.94433564,-0.32831362,0.02098349
1.58352005,94.45896912,35.46409988,-0.94959891,0.30964303,0.04881542
1.58352005,94.45896912,35.46409988,-0.95226920,0.30076930,0.05216583
1.34578001,93.28205109,37.66923141,-0.96730626,0.24971865,0.04426182
1.23076999,79.76281738,38.57820892,-0.96067041,-0.24327129,0.13390878
1.69428003,78.60333252,39.24332809,-0.94480842,-0.28519982,0.16123919
1.69428003,78.60333252,39.24332809,-0.93597960,-0.28591868,0.20540822
1.57406998,93.33846283,39.42050934,-0.96479779,0.23005949,0.12742753
1.63839996,80.52667236,41.27666855,-0.95452160,-0.21746098,0.20395894
1.43379998,91.41538239,41.37691879,-0.97908688,0.16186281,0.12324457
2.18856001,79.54444122,42.59555817,-0.94546735,-0.25016427,0.20858885
1.28227997,84.63845825,42.29999924,-0.97919345,-0.03090014,0.20056264
1.47946000,89.50000000,42.50000000,-0.97523731,0.04006274,0.21750237
2.18856001,80.44889069,43.60388947,-0.94856215,-0.21881007,0.22880556
1.52400005,85.50000000,43.50000000,-0.97542393,-0.02173254,0.21926230
